"","ags","wahlberechtigte","waehler","ungueltig","gueltig","parteien_ges","partei_cdu","partei_spd","partei_gruene","partei_fdp","partei_linke","partei_rep","partei_odp","partei_dkp","partei_afd","partei_big","partei_partei","partei_einheit","partei_graue","partei_npd","partei_piraten","partei_cdu.fdp","partei_spd.gruene","wv_cdu","wv_spd","wv_fdp","wv_gruene","wv_linke","wv_odp","wv_partei","wv_agp","wv_spd.gruene","wv_allg","wv_ju","wv_grli","wv_lili","wv_frli","wv_einzel","Gemeindename","lon","lat"
"828","08337059","310","249","5","1896","1896","1179","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","717","None","None","None","None","None","Ibach",8.067051,47.743143
"829","08337060","3625","1777","28","28986","28986","10314","7038","4128","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7506","None","None","None","None","None","Jestetten",8.567756,47.649692
"830","08337062","5854","3032","108","44730","44730","15838","5972","11060","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11860","None","None","None","None","None","Klettgau",8.420527,47.658934
"831","08337065","5628","2855","69","47316","47316","19262","13572","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14482","None","None","None","None","None","Lauchringen",8.304688,47.630759
"832","08337066","6813","2950","50","47031","47031","15341","8399","4490","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","18801","None","None","None","None","None","Laufenburg (Baden), Stadt",8.061623,47.565321
"833","08337070","1601","807","17","9027","9027","2912","2368","1819","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","1928","None","None","None","None","None","Lottstetten",8.573676,47.627729
"834","08337076","5303","2305","100","34137","34137","12349","6653","3149","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11986","None","None","None","None","None","Murg",8.020644,47.55475
"835","08337090","3073","1759","25","22796","22796","7566","None","3627","None","737","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","10866","None","None","None","None","None","Rickenbach",7.980212,47.619901
"836","08337096","13468","5745","263","99108","99108","38133","26735","15774","None","2661","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15805","None","None","None","None","None","Bad Säckingen, Stadt",7.948758,47.552535
"837","08337097","2833","1439","40","15801","15801","8791","2067","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4943","None","None","None","None","None","St. Blasien, Stadt",8.125605,47.761671
"838","08337106","4045","2366","77","33776","33776","15491","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","18285","None","None","None","None","None","Stühlingen, Stadt",8.445849,47.745475
"839","08337108","1524","860","23","8105","8105","3564","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4541","None","None","None","None","None","Todtmoos",8.000825,47.739405
"840","08337116","10399","4444","209","64297","64297","22176","12652","6035","None","None","2988","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20446","None","None","None","None","None","Wehr, Stadt",7.904562,47.629747
"841","08337118","2568","1574","28","17424","17424","5993","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11431","None","None","None","None","None","Weilheim",8.24114,47.658072
"842","08337123","4958","2190","70","33059","33059","11709","2683","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","18667","None","None","None","None","None","Wutöschingen",8.366501,47.659937
"843","08337124","1330","719","23","6693","6693","2775","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3918","None","None","None","None","None","Eggingen",8.387665,47.700751
"844","08337125","4279","2150","63","32264","32264","21611","6626","4027","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Küssaberg",8.305426,47.589996
"845","08337126","18050","7712","214","171122","171122","65956","35063","18456","17583","5327","None","None","None","6305","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","22432","None","None","None","None","None","Waldshut-Tiengen, Stadt",8.271113,47.632439
"846","08337127","962","709","35","6312","6312","3334","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","2978","None","None","None","None","None","Wutach",8.444351,47.837555
"847","08337128","3964","2225","143","29585","29585","14555","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15030","None","None","None","None","None","Ühlingen-Birkendorf",8.317652,47.718673
"848","08415014","7223","3440","39","56757","56757","15973","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","40784","None","None","None","None","None","Dettingen an der Erms",9.346973,48.529679
"849","08415019","8652","4502","72","74371","74371","23294","12168","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","25053","None","13856","None","None","None","Eningen unter Achalm",9.259408,48.486636
"850","08415027","1796","1152","57","14192","14192","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4712","None","None","None","None","None","None","None","None","9480","None","None","None","None","None","Gomadingen",9.386957,48.401333
"851","08415028","1320","775","16","7266","7266","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7266","None","None","None","None","None","Grabenstetten",9.461456,48.523681
"852","08415029","2083","1196","13","13719","13719","5440","1958","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6321","None","None","None","None","None","Grafenberg",9.305273,48.566126
"853","08415034","1772","1294","35","13744","13744","5383","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8361","None","None","None","None","None","Hayingen, Stadt",9.475391,48.274365
"854","08415039","2287","1163","44","8390","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Hülben",9.408307,48.520004
"855","08415048","1084","626","11","5866","5866","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5866","None","None","None","None","None","Mehrstetten",9.566367,48.376623
"856","08415050","17758","7716","406","137207","137207","40517","18574","21701","16546","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","39869","None","None","None","None","None","Metzingen, Stadt",9.284702,48.539158
"857","08415053","11277","5666","312","101000","101000","21545","31056","5493","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","42906","None","None","None","None","None","Münsingen, Stadt",9.494863,48.411369
"858","08415058","1215","792","10","6505","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Pfronstetten",9.362101,48.275033
"859","08415059","14476","6298","88","126850","126850","27476","16225","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","67794","None","15355","None","None","None","Pfullingen, Stadt",9.226443,48.466279
"860","08415060","7588","3928","183","61200","61200","7255","5615","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","42974","None","5356","None","None","None","Pliezhausen",9.20596,48.559129
"861","08415061","86456","33606","875","1153037","1153037","333668","231230","None","72702","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","248171","None","201277","65989","None","None","Reutlingen, Stadt",9.212006,48.49208
"862","08415062","3423","1578","52","19754","19754","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19754","None","None","None","None","None","Riederich",9.268552,48.560229
"863","08415073","5102","2845","168","41067","41067","9314","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","31753","None","None","None","None","None","Trochtelfingen, Stadt",9.246991,48.308771
"864","08415078","9605","4625","215","86207","86207","22925","None","10333","8472","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20177","None","None","None","None","None","None","None","24300","None","None","None","None","None","Bad Urach, Stadt",9.400021,48.493051
"865","08415080","4040","2242","49","29356","29356","9624","5324","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","7966","None","6442","None","None","None","Wannweil",9.151047,48.517041
"866","08415085","1790","1058","22","13493","13493","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9813","3680","None","None","None","None","None","None","None","None","None","None","None","None","None","Zwiefalten",9.462051,48.233888
"867","08415087","3966","2294","32","30256","30256","None","6154","4097","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13670","None","None","None","6335","None","Walddorfhäslach",9.181635,48.586919
"868","08415088","3263","2101","76","26307","26307","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","26307","None","None","None","None","None","Römerstein",9.514668,48.496398
"869","08415089","4210","2478","83","32370","32370","10068","586","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","16039","None","None","None","5677","None","Engstingen",9.285676,48.387146
"870","08415090","2930","1698","11","16206","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Hohenstein",9.3727,48.348388
"871","08415091","5760","3129","244","42155","42155","9826","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","32329","None","None","None","None","None","Sonnenbühl",9.179523,48.38956
"872","08415092","7133","3162","165","46340","46340","None","9982","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14659","None","None","None","None","None","None","None","None","13623","None","8076","None","None","None","Lichtenstein",9.254311,48.430248
"873","08415093","4219","2423","135","31312","31312","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","31312","None","None","None","None","None","St. Johann",9.341241,48.453423
"874","08416006","4312","1900","36","24909","24909","None","7878","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5306","None","None","None","None","None","None","None","None","11725","None","None","None","None","None","Bodelshausen",8.9735,48.392533
"875","08416009","4376","2514","34","33070","33070","7905","4474","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20691","None","None","None","None","None","Dettenhausen",9.100748,48.607603
"876","08416011","4467","2286","38","30059","30059","None","3515","4516","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4282","None","None","None","None","None","None","None","None","17746","None","None","None","None","None","Dußlingen",9.054599,48.452421
"877","08416015","6869","3501","91","56152","56152","12547","13736","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20624","None","9245","None","None","None","Gomaringen",9.096513,48.452476
"878","08416018","2451","1312","46","14487","14487","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","14487","None","None","None","None","None","Hirrlingen",8.887737,48.412349
"879","08416022","4415","2450","23","32493","32493","7174","4976","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13777","None","6566","None","None","None","Kirchentellinsfurt",9.149618,48.53123
"880","08416023","6582","3785","174","52550","52550","None","4841","None","2490","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","30740","None","14479","None","None","None","Kusterdingen",9.120318,48.521842
"881","08416025","15587","7119","231","152886","152886","26224","28953","21746","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","75963","None","None","None","None","None","Mössingen, Stadt",9.057746,48.405779
"882","08416026","3287","1748","23","23233","23233","None","6877","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6726","None","None","None","None","None","None","None","None","5662","None","3968","None","None","None","Nehren",9.069494,48.431274
"883","08416031","3644","1932","31","25723","25723","None","9203","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6639","None","None","None","None","None","None","None","None","9881","None","None","None","None","None","Ofterdingen",9.030929,48.42084
"884","08416036","32683","17001","446","448407","448407","156530","71994","52105","19289","27343","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","121146","None","None","None","None","None","Rottenburg am Neckar, Stadt",8.936507,48.479475
"885","08416041","66538","38500","726","1398063","1398063","304478","233851","None","66340","None","None","None","None","None","None","None","None","None","None","33895","None","None","None","None","None","414482","133852","None","32259","None","None","178906","None","None","None","None","None","Tübingen, Universitätsstadt",9.057829,48.522143
"886","08416048","8890","5090","300","73853","73853","19735","7349","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","25654","None","21115","None","None","None","Ammerbuch",8.965949,48.553816
"887","08416049","2702","1631","62","17343","17343","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17343","None","None","None","None","None","Neustetten",8.882594,48.481308
"888","08416050","3471","1850","128","21942","21942","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","21942","None","None","None","None","None","Starzach",8.812421,48.432044
"889","08417002","27429","12391","378","335904","335904","100578","73399","50194","50684","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","61049","None","None","None","None","None","Balingen, Stadt",8.851349,48.275846
"890","08417008","7349","3327","103","51450","51450","20172","10717","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15136","None","5425","None","None","None","Bisingen",8.917087,48.310155
"891","08417010","3057","1416","51","18267","18267","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","18267","None","None","None","None","None","Bitz",9.092414,48.244285
"892","08417013","9918","4737","299","74935","74935","48695","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","26240","None","None","None","None","None","Burladingen, Stadt",9.1153,48.28913
"893","08417014","344","203","1","1364","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Dautmergen",8.741018,48.242737
"894","08417015","825","473","6","2926","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Dormettingen",8.771419,48.238093
"895","08417016","1449","898","19","8367","8367","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8367","None","None","None","None","None","Dotternhausen",8.792911,48.228177
"896","08417022","4924","2826","133","37505","37505","8934","5434","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","23137","None","None","None","None","None","Geislingen, Stadt",8.811353,48.287956
"897","08417023","1724","845","23","8055","8055","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8055","None","None","None","None","None","Grosselfingen",8.883505,48.335162
"898","08417025","8469","4403","233","81171","81171","43228","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","24701","None","13242","None","None","None","Haigerloch, Stadt",8.804191,48.366535
"899","08417029","392","232","None","1313","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Hausen am Tann",8.836598,48.198362
"900","08417031","15145","6428","309","122813","122813","47058","25908","None","3512","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","46335","None","None","None","None","None","Hechingen, Stadt",8.962947,48.351487
"901","08417036","1126","666","10","6363","6363","2529","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3834","None","None","None","None","None","Jungingen",9.040988,48.328627
"902","08417044","8382","4219","209","69836","69836","20671","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","49165","None","None","None","None","None","Meßstetten, Stadt",8.963167,48.180979
"903","08417045","1453","911","14","8659","8659","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8659","None","None","None","None","None","Nusplingen",8.890352,48.132002
"904","08417047","1172","688","20","6323","6323","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6323","None","None","None","None","None","Obernheim",8.861492,48.162516
"905","08417051","4081","2052","86","31350","31350","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","31350","None","None","None","None","None","Rangendingen",8.885614,48.382119
"906","08417052","622","395","16","2690","2690","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","2690","None","None","None","None","None","Ratshausen",8.792083,48.195108
"907","08417054","5070","2769","130","30416","30416","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","30416","None","None","None","None","None","Rosenfeld, Stadt",8.722932,48.286035
"908","08417057","3497","1838","81","21645","21645","2218","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19427","None","None","None","None","None","Schömberg, Stadt",8.758829,48.211609
"909","08417063","2073","1185","19","13192","13192","7954","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5238","None","None","None","None","None","Straßberg",9.092476,48.176381
"910","08417071","478","302","4","1546","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Weilen unter den Rinnen",8.76575,48.189327
"911","08417075","5061","2780","65","45436","45436","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","37070","None","None","None","8366","None","Winterlingen",9.117643,48.178723
"912","08417078","384","279","4","2170","2170","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","2170","None","None","None","None","None","Zimmern unter der Burg",8.718808,48.220374
"913","08417079","35205","13966","399","374745","374745","126735","66379","36183","40340","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","105108","None","None","None","None","None","Albstadt, Stadt",9.026328,48.214156
"914","08421000","90008","41760","957","1442347","1442347","321470","281032","278891","64731","61184","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","435039","None","None","None","None","None","Ulm, Universitätsstadt",9.990402,48.398454
"915","08425002","3519","2059","75","30923","30923","15372","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","15551","None","None","None","None","None","Allmendingen",9.72429,48.330714
"916","08425004","453","273","2","1487","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Altheim",9.770679,48.327677
"917","08425005","1409","941","22","8935","8935","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8935","None","None","None","None","None","Altheim (Alb)",10.025037,48.581738
"918","08425008","2932","1789","84","26376","26376","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","26376","None","None","None","None","None","Amstetten",9.875601,48.577625
"919","08425011","809","517","14","4850","4850","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","4850","None","None","None","None","None","Asselfingen",10.1914,48.529714
"920","08425013","556","395","9","3042","3042","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3042","None","None","None","None","None","Ballendorf",10.07723,48.554937
"921","08425014","2001","1227","39","13391","13391","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13391","None","None","None","None","None","Beimerstetten",9.98581,48.481886
"922","08425017","1543","993","19","9359","9359","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9359","None","None","None","None","None","Berghülen",9.761209,48.464015
"923","08425019","1705","1002","20","9458","9458","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9458","None","None","None","None","None","Bernstadt",10.023964,48.500014
"924","08425020","9228","4657","218","69692","69692","17514","13581","11099","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","27498","None","None","None","None","None","Blaubeuren, Stadt",9.783757,48.412587
"925","08425022","132","109","None","726","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Börslingen",10.063069,48.538957
"926","08425024","235","195","2","1495","1495","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","1495","None","None","None","None","None","Breitingen",9.991461,48.517286
"927","08425028","4997","2405","95","36837","36837","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","17332","19505","None","None","None","None","None","None","None","None","None","None","None","None","None","Dietenheim, Stadt",10.069592,48.212211
"928","08425031","6892","3672","147","61258","61258","None","11570","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","21352","None","None","None","None","None","None","None","None","28336","None","None","None","None","None","Dornstadt",9.943366,48.466665
"929","08425033","19565","9581","394","224851","224851","136236","27358","26721","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","34536","None","None","None","None","None","Ehingen (Donau), Stadt",9.725211,48.283666
"930","08425035","119","101","None","679","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Emeringen",9.517274,48.234296
"931","08425036","641","465","4","2168","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Emerkingen",9.656266,48.214609
"932","08425039","10367","5564","312","89196","89196","37491","11124","7883","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","32698","None","None","None","None","None","Erbach, Stadt",9.892784,48.326196
"933","08425050","830","567","7","5454","5454","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","5454","None","None","None","None","None","Griesingen",9.784023,48.266986
"934","08425052","172","138","1","857","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Grundsheim",9.667765,48.177459
"935","08425055","216","182","3","1391","1391","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","1391","None","None","None","None","None","Hausen am Bussen",9.624615,48.211503
"936","08425062","220","141","None","969","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Holzkirch",9.99421,48.531479
"937","08425064","1111","712","9","6823","6823","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6823","None","None","None","None","None","Hüttisheim",9.94165,48.280646
"938","08425066","2655","1588","54","19626","19626","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19626","None","None","None","None","None","Illerrieden",10.054151,48.271494
"939","08425071","8489","4285","184","75554","75554","14953","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","60601","None","None","None","None","None","Laichingen, Stadt",9.685733,48.489445
"940","08425072","11173","5840","222","107261","107261","31762","22732","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","36936","None","15831","None","None","None","Langenau, Stadt",10.121087,48.499499
"941","08425073","493","292","10","1838","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Lauterach",9.579242,48.256068
"942","08425075","3767","2220","93","31182","31182","11087","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20095","None","None","None","None","None","Lonsee",9.917632,48.543054
"943","08425079","1598","969","36","9020","9020","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9020","None","None","None","None","None","Merklingen",9.755088,48.511695
"944","08425081","3888","1917","59","30681","30681","15560","None","6306","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8815","None","None","None","None","None","Munderkingen, Stadt",9.647663,48.236714
"945","08425083","650","380","9","2326","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Neenstetten",10.021476,48.545493
"946","08425084","1507","947","22","10245","10245","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","10245","None","None","None","None","None","Nellingen",9.791311,48.541984
"947","08425085","262","182","3","1147","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Nerenstetten",10.099582,48.529959
"948","08425088","1601","1025","14","9628","9628","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9252","None","None","None","None","376","Oberdischingen",9.830802,48.30176
"949","08425090","1010","675","7","4876","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Obermarchtal",9.568532,48.233294
"950","08425091","1236","786","7","6552","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Oberstadion",9.691361,48.186931
"951","08425092","419","299","6","2289","2289","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","2289","None","None","None","None","None","Öllingen",10.148065,48.527741
"952","08425093","1816","1033","39","9536","9536","5589","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3947","None","None","None","None","None","Öpfingen",9.802832,48.286194
"953","08425097","1033","654","15","6263","6263","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6263","None","None","None","None","None","Rammingen",10.170794,48.519683
"954","08425098","246","181","None","1009","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Rechtenstein",9.544232,48.241602
"955","08425104","1687","1015","33","9528","9528","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9528","None","None","None","None","None","Rottenacker",9.687742,48.235057
"956","08425108","5186","2919","107","47215","47215","21913","13535","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","11767","None","None","None","None","None","Schelklingen, Stadt",9.734923,48.372526
"957","08425110","1081","667","29","6017","6017","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6017","None","None","None","None","None","Schnürpflingen",9.994004,48.273078
